,company,id,year,net_sales,op_profit_ebit,prof_after_net_fin_items,results,fixed_assets,current_assets,lt_liabilities,curr_liabilities,revenue,num_employes,op_prof_ebitda,prof_margin,gross_prof,quick_ratio,default,actual_status,date,Blanks
387,A & R Axelssons Bygg Aktiebolag,5564791738,2014,4656,170,40,66,528,2461,0,2025,4656,6,314,0.0366999999999999,0.6362,1.1486,0,Active,2014-12-31,0
388,A & R Axelssons Bygg Aktiebolag,5564791738,2013,8024,357,229,129,672,3143,0,2672,8024,9,512,0.0452,0.6213,1.1126,0,Active,2013-12-31,0
389,A & R Axelssons Bygg Aktiebolag,5564791738,2012,10188,833,704,382,519,4137,0,3295,10188,10,984,0.083,0.5505,1.2197,0,Active,2012-12-31,0
390,A & R Axelssons Bygg Aktiebolag,5564791738,2011,10506,703,613,442,670,3796,0,3271,10666,10,853,0.0674,0.4913,0.6637,0,Active,2011-12-31,0
391,A & R Axelssons Bygg Aktiebolag,5564791738,2010,8884,700,615,426,645,3224,0,2628,8884,9,821,0.0791999999999999,0.6,0.6735,0,Active,2010-12-31,0
392,A Bergman RÃ¶r AB,5567988125,2017,6388,594,558,558,0,1166,794,1022,6392,5,614,0.0933,0.5592,1.1409,1,Inactive,2017-12-31,0
393,A Bergman RÃ¶r AB,5567988125,2016,6658,-433,-462,-462,20,1000,1093,1134,6777,8,-413,-1.0,0.5694,0.8818,0,Inactive,2016-12-31,0
394,A Bergman RÃ¶r AB,5567988125,2015,6882,-781,-812,-812,94,1398,935,1295,7045,10,-670,-1.0,0.6173,1.0795,0,Inactive,2015-12-31,0
395,A Bergman RÃ¶r AB,5567988125,2014,8422,-561,-572,-407,205,2058,388,1802,8452,11,-450,-1.0,0.6762,1.1421,0,Inactive,2014-12-31,0
396,A Bergman RÃ¶r AB,5567988125,2013,10092,673,668,371,316,2031,2,1700,10092,10,784,0.0668,0.6422,1.1947,0,Inactive,2013-12-31,0
397,A Bergman RÃ¶r AB,5567988125,2012,7967,298,280,246,267,1708,418,1397,7969,8,366,0.0374,0.6251,1.2226,0,Inactive,2012-12-31,0
398,A Brash AB,5568391519,2018,12423,1697,1693,1355,460,5493,0,1733,12438,14,1697,0.1366,0.7238,3.1696,0,Active,2018-12-31,0
399,A Brash AB,5568391519,2017,12058,659,657,511,327,3867,0,1245,12060,0,659,0.0547,0.4981,3.106,0,Active,2017-12-31,0
400,A Brash AB,5568391519,2016,11622,362,355,271,0,4267,0,1838,11622,8,362,0.0311,0.455499999999999,2.3215,0,Active,2016-12-31,0
401,A Brash AB,5568391519,2015,13659,723,718,558,0,4884,6,1720,13659,8,723,0.0529,0.4604,2.8343,0,Active,2015-12-31,0
402,A Brash AB,5568391519,2014,18044,2682,2680,2078,0,6273,0,3178,18044,6,2682,0.148599999999999,0.4153,1.97389999999999,0,Active,2014-12-31,0
403,A Brash AB,5568391519,2013,7780,1231,1231,958,0,2826,0,1623,7780,7,1231,0.1582,0.5895,1.7412,0,Active,2013-12-31,0
404,A Brash AB,5568391519,2012,2285,187,187,98,0,461,0,217,2285,4,187,0.0818,0.7755,2.1244,0,Active,2012-12-31,0
405,A Brash AB,5568391519,2011,413,58,58,31,0,251,0,155,413,0,58,0.1404,0.9153,1.6194,0,Active,2011-12-31,0
406,A Bygg och Montage i PiteÃ¥ AB,5568871411,2019,18792,2472,2464,1876,669,8074,197,3735,18833,10,2648,0.1315,0.8181,2.151,0,Active,2019-12-31,0
407,A Bygg och Montage i PiteÃ¥ AB,5568871411,2018,12580,1207,1212,1114,522,5635,0,3275,12614,10,1293,0.0963,0.8035,1.7206,0,Active,2018-12-31,0
408,A Bygg och Montage i PiteÃ¥ AB,5568871411,2017,9701,477,517,409,274,4010,0,2290,9849,10,582,0.0533,0.7851,1.7511,0,Active,2017-12-31,0
409,A Bygg och Montage i PiteÃ¥ AB,5568871411,2016,10500,541,583,444,519,4057,0,1372,10755,9,696,0.0555,0.7783,2.957,0,Active,2016-12-31,0
410,A Bygg och Montage i PiteÃ¥ AB,5568871411,2015,8342,683,714,560,735,3264,0,1250,8488,8,844,0.0857,0.8148,2.6112,0,Active,2015-12-31,0
411,A Bygg och Montage i PiteÃ¥ AB,5568871411,2014,9416,1387,1390,1050,500,2966,0,1269,9513,8,1514,0.1478,0.8937,2.3373,0,Active,2014-12-31,0
412,A Bygg och Montage i PiteÃ¥ AB,5568871411,2013,7106,2744,2744,1578,459,4971,0,2122,7137,8,2859,0.3862,0.8073,1.6984,0,Active,2013-12-31,0
413,A Bygg och Montage i PiteÃ¥ AB,5568871411,2012,4459,1186,1187,632,273,2046,0,1309,4459,7,1222,0.2664,1.0,1.563,0,Active,2012-12-31,0
414,A Byggare i VÃ¤st AB,5569369977,2019,3852,-207,-112,-112,110,543,86,675,3872,4,-207,-1.0,0.6783,0.7348,0,Active,2019-12-31,0
415,A Byggare i VÃ¤st AB,5569369977,2018,4825,-154,-160,-160,110,669,30,745,4825,4,-154,-1.0,0.5594,0.8349,0,Active,2018-12-31,0
416,A Byggare i VÃ¤st AB,5569369977,2017,4893,-142,-145,-145,110,804,66,683,4893,3,-142,-1.0,0.498299999999999,1.1772,0,Active,2017-12-31,0
417,A Byggare i VÃ¤st AB,5569369977,2016,4912,-105,-109,1,110,821,6,615,4914,3,-105,-1.0,0.397999999999999,1.335,0,Active,2016-12-31,0
418,A Byggare i VÃ¤st AB,5569369977,2015,4015,180,179,103,0,1036,4,610,4015,2,180,0.0448,0.406199999999999,1.6984,0,Active,2015-12-31,0
419,A Byggare i VÃ¤st AB,5569369977,2014,4652,269,268,155,0,700,20,408,4652,2,269,0.0578,0.3715,1.7157,0,Active,2014-12-31,0
420,A C StÃ¤llningsmontage Aktiebolag,5563594406,2019,61115,-3582,-3814,-284,9223,12885,2018,12446,61518,34,-500,-1.0,1.0,1.0353,0,Active,2019-12-31,0
421,A C StÃ¤llningsmontage Aktiebolag,5563594406,2018,47439,-740,-967,10,9082,10231,2740,6504,47674,34,2076,-1.0,1.0,1.573,0,Active,2018-12-31,0
422,A C StÃ¤llningsmontage Aktiebolag,5563594406,2017,47131,863,724,385,7613,11661,3885,5960,47325,34,3100,0.0194,1.0,1.9565,0,Active,2017-12-31,0
423,A C StÃ¤llningsmontage Aktiebolag,5563594406,2016,46705,2419,2333,788,6645,13525,1394,5932,46892,32,4412,0.0519,1.0,2.28,0,Active,2016-12-31,0
424,A C StÃ¤llningsmontage Aktiebolag,5563594406,2015,33594,1013,963,748,5065,11698,1333,4682,33780,21,2169,0.0306,1.0,2.4985,0,Active,2015-12-31,0
425,A C StÃ¤llningsmontage Aktiebolag,5563594406,2014,25700,764,750,581,3588,8571,0,2160,25957,14,2362,0.0302999999999999,1.0,3.9681,0,Active,2014-12-31,0
426,A C StÃ¤llningsmontage Aktiebolag,5563594406,2013,40661,7492,7523,5854,4089,9860,0,3530,40662,15,9868,0.185399999999999,1.0,2.7932,0,Active,2013-12-31,0
427,A C StÃ¤llningsmontage Aktiebolag,5563594406,2012,44495,9022,9483,15315,4605,18623,0,6664,44847,12,11067,0.2133,1.0,2.7946,0,Active,2012-12-31,0
428,A C StÃ¤llningsmontage Aktiebolag,5563594406,2011,49777,11731,11820,7038,17262,14373,0,4519,49810,14,14129,0.2384,1.0,3.1806,0,Active,2011-12-31,0
429,A C StÃ¤llningsmontage Aktiebolag,5563594406,2010,51389,9702,9689,5713,4149,20786,0,5993,53696,25,12234,0.1892,1.0,3.4684,0,Active,2010-12-31,0
430,A Co Tak & Montage AB,5590478649,2019,13752,2049,2041,1107,588,4667,0,2210,13752,7,2112,0.149,0.5917,2.0905,0,Active,2019-12-31,0
431,A Co Tak & Montage AB,5590478649,2018,9198,1664,1659,820,143,3447,0,1371,9311,7,1725,0.1809,0.6659,2.51419999999999,0,Active,2018-12-31,0
432,A Co Tak & Montage AB,5590478649,2017,7076,1099,1086,797,347,2041,312,1077,7186,6,1173,0.1553,0.654,1.8951,0,Active,2017-12-31,0
433,A Co Tak & Montage AB,5590478649,2016,3773,473,467,467,399,1009,380,512,3773,2,503,0.125399999999999,0.5985,1.9707,0,Active,2016-12-31,0
434,A D Gustafssons RÃ¶r AB,5567054589,2019,20902,1275,1274,978,142,3886,0,2299,20974,9,1287,0.061,0.4291,1.67729999999999,0,Active,2019-12-31,0
435,A D Gustafssons RÃ¶r AB,5567054589,2018,17181,1439,1438,833,130,3390,25,2145,17231,9,1479,0.0838,0.5077,1.56639999999999,0,Active,2018-12-31,0
436,A D Gustafssons RÃ¶r AB,5567054589,2017,7804,68,68,35,71,1049,251,701,7804,7,116,0.0087,0.6376,1.4536,0,Active,2017-12-31,0
437,A D Gustafssons RÃ¶r AB,5567054589,2016,10389,504,503,388,120,1945,185,1346,10480,7,549,0.0486,0.5203,1.13,0,Active,2016-12-31,0
438,A D Gustafssons RÃ¶r AB,5567054589,2015,8568,86,85,64,125,1048,98,745,8618,7,126,0.01,0.5152,1.1275,0,Active,2015-12-31,0
439,A D Gustafssons RÃ¶r AB,5567054589,2014,9915,291,292,224,166,1375,0,1074,10054,7,319,0.0295,0.524,0.9283,0,Active,2014-12-31,0
440,A D Gustafssons RÃ¶r AB,5567054589,2013,7866,160,178,129,88,1408,200,953,7889,7,168,0.023,0.5573,1.1794,0,Active,2013-12-31,0
441,A D Gustafssons RÃ¶r AB,5567054589,2012,7604,84,143,102,35,1461,200,1023,7621,6,122,0.0192999999999999,0.4882,1.2063,0,Active,2012-12-31,0
442,A D Gustafssons RÃ¶r AB,5567054589,2011,9589,150,149,100,29,1551,0,1328,9589,7,231,0.0156,0.4688,0.9661,0,Active,2011-12-31,0
443,A D Gustafssons RÃ¶r AB,5567054589,2010,7388,42,41,28,111,1092,0,976,7388,6,120,0.00569999999999999,0.474099999999999,0.8053,0,Active,2010-12-31,0
444,A Dahlqvist Bygg & Betong AB,5590030499,2018,6677,526,497,384,1117,1495,559,997,6677,3,611,0.0788,0.4385,1.49949999999999,0,Active,2018-12-31,0
445,A Dahlqvist Bygg & Betong AB,5590030499,2017,8096,203,172,130,1202,919,268,1082,8096,4,375,0.0250999999999999,0.373,0.849399999999999,0,Active,2017-12-31,0
446,A Dahlqvist Bygg & Betong AB,5590030499,2016,10409,259,220,172,1350,1547,356,1799,10417,3,409,0.025,0.2909,0.8599,0,Active,2016-12-31,0
447,A Dahlqvist Bygg & Betong AB,5590030499,2015,5515,229,223,171,262,2442,0,2134,5515,2,317,0.0415,0.345099999999999,1.1443,0,Active,2015-12-31,0
448,A Gunnarssons Bygg AB,5568608961,2019,8239,285,268,168,129,989,101,399,8271,6,321,0.0346,0.5152,2.3033,0,Active,2019-12-31,0
449,A Gunnarssons Bygg AB,5568608961,2018,8945,130,108,63,170,1064,62,771,8945,7,168,0.0144999999999999,0.4587,1.2153,0,Active,2018-12-31,0
450,A Gunnarssons Bygg AB,5568608961,2017,8849,-101,-118,-39,54,1383,382,745,8849,7,-49,-1.0,0.4943,1.5221,0,Active,2017-12-31,0
451,A Gunnarssons Bygg AB,5568608961,2016,8870,306,287,186,106,1408,313,774,8997,6,358,0.0345,0.4928,1.6977,0,Active,2016-12-31,0
452,A Gunnarssons Bygg AB,5568608961,2015,8287,79,56,12,138,1119,256,803,8297,6,128,0.0095,0.4835,1.3861,0,Active,2015-12-31,0
453,A Gunnarssons Bygg AB,5568608961,2014,7952,-45,-67,-17,319,869,468,569,7958,6,23,-1.0,0.4477,1.5097,0,Active,2014-12-31,0
454,A Gunnarssons Bygg AB,5568608961,2013,8021,97,88,39,173,1211,196,968,8021,6,120,0.0121,0.4366,1.2335,0,Active,2013-12-31,0
455,A Gunnarssons Bygg AB,5568608961,2012,5995,139,133,79,73,867,63,726,5995,5,141,0.0232,0.4894,1.1873,0,Active,2012-12-31,0
456,A Hassel AB,5565277547,2019,22082,1958,1824,2114,8399,52275,4897,5324,22082,10,2126,0.0886999999999999,0.486199999999999,9.8187,0,Active,2019-12-31,0
457,A Hassel AB,5565277547,2018,35526,-5704,29489,29585,10326,58619,5630,12286,35526,10,-5391,0.833199999999999,0.0905,4.7712,0,Active,2018-12-31,0
458,A Hassel AB,5565277547,2017,13811,-92,-138,1,7630,22306,5427,2969,13811,5,86,-1.0,0.999599999999999,7.513,0,Active,2017-12-31,0
459,A Hassel AB,5565277547,2016,1304,-688,14746,15101,6981,21061,5577,785,1304,1,-531,11.3367,0.997699999999999,26.8293,0,Active,2016-12-31,0
460,A Hassel AB,5565277547,2015,3963,531,362,104,7088,19138,16927,2103,4429,1,688,0.134199999999999,0.9987,9.10029999999999,0,Active,2015-12-31,0
461,A Hassel AB,5565277547,2014,3847,1292,932,643,19265,7038,17370,1616,3847,1,1741,0.3361,0.8794,4.3552,0,Active,2014-12-31,0
462,A Hassel AB,5565277547,2013,3615,1904,1488,901,19713,5841,17813,1167,3615,0,2353,0.527,1.0,5.0051,0,Active,2013-12-31,0
463,A Hassel AB,5565277547,2012,3321,1521,914,583,20162,6141,18256,1343,3366,0,1976,0.47,0.9994,4.57259999999999,0,Active,2012-12-31,0
464,A Hassel AB,5565277547,2011,3432,1545,1097,658,20667,5259,18699,1187,3432,0,2031,0.4502,0.9429,4.4305,0,Active,2011-12-31,0
465,A Hassel AB,5565277547,2010,3121,1313,1036,685,21061,4620,19142,1352,3131,0,1797,0.4207,0.9965,3.4172,0,Active,2010-12-31,0
466,A Hedlund Bygg AB,5568416316,2019,13326,-27,-167,0,6117,2457,4358,3906,14100,6,911,-1.0,0.4063,0.437,0,Active,2019-12-31,0
467,A Hedlund Bygg AB,5568416316,2018,11923,144,61,35,3550,1926,2918,2072,12012,6,716,0.0121,0.4335,0.9295,0,Active,2018-12-31,0
468,A Hedlund Bygg AB,5568416316,2017,9713,269,224,57,3763,1627,3659,1279,9861,4,786,0.0277,0.4056,1.2721,0,Active,2017-12-31,0
469,A Hedlund Bygg AB,5568416316,2016,7949,-38,-51,1,769,1110,236,1389,7949,3,119,-1.0,0.317,0.799099999999999,0,Active,2016-12-31,0
470,A Hedlund Bygg AB,5568416316,2014,6548,92,87,39,134,1730,0,1642,6616,3,122,0.0141,0.3115,1.0536,0,Active,2014-12-31,0
471,A Hedlund Bygg AB,5568416316,2013,2765,13,3,0,164,394,0,407,2765,3,43,0.00469999999999999,0.5421,0.9681,0,Active,2013-12-31,0
472,A Hedlund Bygg AB,5568416316,2012,5137,155,125,57,168,808,0,825,5137,3,187,0.0302,0.2805,0.979399999999999,0,Active,2012-12-31,0
473,A Hedlunds MÃ¥leriaktiebolag,5563014082,2019,35124,1274,1279,717,583,8577,0,4309,35595,31,1538,0.0364,0.8979,1.9668,0,Active,2019-12-31,0
474,A Hedlunds MÃ¥leriaktiebolag,5563014082,2018,23655,1468,1469,906,719,11327,0,5786,24004,32,1713,0.0621,0.7898,1.9369,0,Active,2018-12-31,0
475,A Hedlunds MÃ¥leriaktiebolag,5563014082,2017,17407,784,2795,2438,902,11556,0,5406,17623,30,954,0.1606,0.892699999999999,2.1115,0,Active,2017-12-31,0
476,A Hedlunds MÃ¥leriaktiebolag,5563014082,2017,21942,514,2515,2338,777,10482,0,5841,22185,30,822,0.1146,0.8567,1.7761,0,Active,2017-12-31,0
477,A Hedlunds MÃ¥leriaktiebolag,5563014082,2016,28268,-412,778,1112,916,8253,0,5128,28515,34,-92,0.0276,0.8502,1.5911,0,Active,2016-12-31,0
478,A Hedlunds MÃ¥leriaktiebolag,5563014082,2015,24212,212,368,349,625,7909,0,4922,24726,33,516,0.0152,0.8421,1.5878,0,Active,2015-12-31,0
479,A Hedlunds MÃ¥leriaktiebolag,5563014082,2014,30382,53,426,558,907,7913,0,5196,30687,36,353,0.0141,0.8843,1.45,0,Active,2014-12-31,0
480,A Hedlunds MÃ¥leriaktiebolag,5563014082,2013,21797,167,524,488,928,9021,0,5984,22516,41,450,0.0241,0.799099999999999,1.4915,0,Active,2013-12-31,0
481,A Hedlunds MÃ¥leriaktiebolag,5563014082,2012,25852,7,393,481,717,8490,0,5076,26424,41,272,0.0152,0.8691,1.4344,0,Active,2012-12-31,0
482,A Hedlunds MÃ¥leriaktiebolag,5563014082,2011,22951,1061,1265,903,761,7747,0,4100,23374,38,1321,0.0550999999999999,0.8415,1.6456,0,Active,2011-12-31,0
483,A JÃ¶nsson Bygg & Handel AB,5569804767,2019,8783,185,180,126,257,3242,237,2043,8830,4,269,0.0210999999999999,0.3469,1.5428,0,Active,2019-12-31,0
484,A JÃ¶nsson Bygg & Handel AB,5569804767,2018,6991,282,282,218,20,2466,0,1112,7000,4,310,0.0403,0.4155,2.1556,0,Active,2018-12-31,0
485,A JÃ¶nsson Bygg & Handel AB,5569804767,2017,5398,110,109,169,47,1914,0,803,5406,4,138,0.0204,0.3725,2.3101,0,Active,2017-12-31,0
486,A JÃ¶nsson Bygg & Handel AB,5569804767,2016,6986,461,461,287,75,1883,0,859,6992,5,488,0.066,0.4117,2.1153,0,Active,2016-12-31,0
487,A JÃ¶nsson Bygg & Handel AB,5569804767,2015,9903,801,801,448,102,1976,0,1359,9942,5,836,0.0809,0.3721,1.4032,0,Active,2015-12-31,0
488,A Jansson Bygg & Entreprenad AB,5568594161,2018,10313,728,675,82,3552,2597,1832,1242,10339,2,1031,0.0706,0.353,2.09099999999999,0,Active,2018-12-31,0
489,A Jansson Bygg & Entreprenad AB,5568594161,2017,9743,972,937,478,1863,2743,730,1152,9743,2,1147,0.0998,0.3042,2.3811,0,Active,2017-12-31,0
490,A Jansson Bygg & Entreprenad AB,5568594161,2016,10331,986,960,421,1870,3289,939,1527,10334,2,2361,0.0953999999999999,0.6029,2.15389999999999,0,Active,2016-12-31,0
491,A Jansson Bygg & Entreprenad AB,5568594161,2015,8491,1898,1883,842,1499,2906,833,1320,8800,3,2028,0.2235,0.4257,2.1864,0,Active,2015-12-31,0
492,A Jansson Bygg & Entreprenad AB,5568594161,2014,7314,388,361,207,580,1440,303,1024,7341,3,522,0.053,0.451599999999999,1.4062,0,Active,2014-12-31,0
493,A Jansson Bygg & Entreprenad AB,5568594161,2013,5968,123,85,3,759,1331,426,1272,5989,6,292,0.0206,0.4891,0.9536,0,Active,2013-12-31,0
494,A Jansson Bygg & Entreprenad AB,5568594161,2012,8095,336,275,10,1080,1146,744,1172,8095,6,630,0.0415,0.7061,0.963299999999999,0,Active,2012-12-31,0
495,A Jonsson Entreprenad Aktiebolag,5563458065,2019,4949,347,309,248,3222,1424,296,803,4949,3,910,0.0701,0.638699999999999,1.7733,0,Active,2019-12-31,0
496,A Jonsson Entreprenad Aktiebolag,5563458065,2018,5292,967,932,479,2239,2528,244,1041,5292,3,1373,0.1827,0.7141,2.4284,0,Active,2018-12-31,0
497,A Jonsson Entreprenad Aktiebolag,5563458065,2017,4493,997,959,458,2342,2691,1153,1031,4493,3,1317,0.2221,0.6715,2.6101,0,Active,2017-12-31,0
498,A Jonsson Entreprenad Aktiebolag,5563458065,2016,3181,195,149,116,2150,1773,525,798,3181,2,731,0.0616,0.7114,2.2218,0,Active,2016-12-31,0
499,A Jonsson Entreprenad Aktiebolag,5563458065,2015,3418,280,222,174,2686,2027,1083,995,3418,2,819,0.0828,0.6861,2.0372,0,Active,2015-12-31,0
500,A Jonsson Entreprenad Aktiebolag,5563458065,2014,2675,93,54,143,3225,1618,1172,1059,2876,2,560,0.0363,0.7297,1.52789999999999,0,Active,2014-12-31,0
501,A Jonsson Entreprenad Aktiebolag,5563458065,2013,2508,22,-4,158,2247,1600,519,630,2508,2,320,0.0136,0.7169,2.5397,0,Active,2013-12-31,0
502,A Jonsson Entreprenad Aktiebolag,5563458065,2012,2669,437,459,295,2545,1855,970,371,3006,2,1020,0.172,0.7917,5.0,0,Active,2012-12-31,0
503,A Jonsson Entreprenad Aktiebolag,5563458065,2011,2523,22,25,109,1520,1978,172,316,2523,2,583,0.0095,0.742,6.2595,0,Active,2011-12-31,0
504,A Jonsson Entreprenad Aktiebolag,5563458065,2010,2660,19,19,336,2082,1416,121,351,2720,3,588,0.0075,0.732699999999999,4.0342,0,Active,2010-12-31,0
505,A Krantz Aktiebolag,5562799303,2017,3975,-488,-492,-492,344,456,0,590,3976,5,-400,-1.0,0.652099999999999,0.6831,1,Inactive,2017-12-31,0
506,A Krantz Aktiebolag,5562799303,2016,4991,121,120,120,50,1283,0,631,5003,5,143,0.0242,0.683199999999999,1.9303,0,Inactive,2016-12-31,0
507,A Krantz Aktiebolag,5562799303,2015,7506,-599,-602,-602,30,1134,0,582,7595,10,-532,-1.0,0.6981,1.9485,0,Inactive,2015-12-31,0
508,A Krantz Aktiebolag,5562799303,2014,10447,-367,-311,-311,61,2730,0,1606,10510,14,-305,-1.0,0.7029,1.4788,0,Inactive,2014-12-31,0
509,A Krantz Aktiebolag,5562799303,2013,16913,122,113,113,190,3061,0,1756,16937,15,196,0.0074,0.5005,1.74319999999999,0,Inactive,2013-12-31,0
510,A Krantz Aktiebolag,5562799303,2012,16535,-1669,-1596,-502,173,3957,0,2748,16544,14,-1541,-1.0,0.8009,1.4265,0,Inactive,2012-12-31,0
511,A Krantz Aktiebolag,5562799303,2011,18401,4432,4449,2492,453,7418,0,3893,18401,17,4571,0.2419,0.8831,1.8924,0,Inactive,2011-12-31,0
512,A Krantz Aktiebolag,5562799303,2010,6520,198,171,171,251,1966,0,1825,6584,7,300,0.0304,0.8003,0.9748,0,Inactive,2010-12-31,0
513,A Krantz Aktiebolag,5562799303,2009,6806,-147,-191,-191,263,811,0,853,6849,10,-86,-1.0,0.9133,0.6284,0,Inactive,2009-12-31,0
514,A Krantz Aktiebolag,5562799303,2008,7849,184,79,85,229,2005,0,1822,7861,9,276,0.0241,0.8261,0.9484,0,Inactive,2008-12-31,0
515,A M Johansson Bygg AB,5567154264,2018,6664,81,79,57,51,2071,0,1175,6664,5,127,0.0121999999999999,0.5746,1.7626,0,Active,2018-12-31,0
516,A M Johansson Bygg AB,5567154264,2017,5946,181,181,137,96,1883,0,1090,5946,5,259,0.0304,0.5545,1.7275,0,Active,2017-12-31,0
517,A M Johansson Bygg AB,5567154264,2016,5321,159,160,192,174,1351,0,772,5321,5,240,0.0301,0.5781,1.75,0,Active,2016-12-31,0
518,A M Johansson Bygg AB,5567154264,2015,5135,56,56,41,196,1567,0,1109,5135,5,118,0.0109,0.4921,1.413,0,Active,2015-12-31,0
519,A M Johansson Bygg AB,5567154264,2014,4306,54,52,46,198,1320,0,904,4306,5,119,0.0132,0.6131,1.4602,0,Active,2014-12-31,0
520,A M Johansson Bygg AB,5567154264,2013,3975,159,162,79,262,1332,0,1010,3975,4,209,0.0408,0.5489,1.101,0,Active,2013-12-31,0
521,A M Johansson Bygg AB,5567154264,2012,3870,81,77,13,192,1228,0,972,3870,4,105,0.0227,0.6041,1.2634,0,Active,2012-12-31,0
522,A M Johansson Bygg AB,5567154264,2011,2505,-227,-222,-3,37,1121,0,776,2505,3,-200,-1.0,0.5912,1.4446,0,Active,2011-12-31,0
523,A M Johansson Bygg AB,5567154264,2010,3398,316,317,172,64,1504,0,960,3398,3,344,0.0935999999999999,0.5898,1.5667,0,Active,2010-12-31,0
524,A M Johansson Bygg AB,5567154264,2009,2660,209,212,107,92,1148,0,882,2667,3,232,0.0793,0.662,1.30159999999999,0,Active,2009-12-31,0
525,A M PlÃ¥t & Ventilation AB,5568361397,2019,7895,245,244,139,90,2027,0,921,7895,5,274,0.031,0.675999999999999,1.9001,0,Active,2019-12-31,0
526,A M PlÃ¥t & Ventilation AB,5568361397,2018,7764,855,855,491,64,2056,0,877,7764,5,873,0.1101,0.7442,2.0353,0,Active,2018-12-31,0
527,A M PlÃ¥t & Ventilation AB,5568361397,2017,5505,150,150,202,115,1641,0,1018,5560,5,176,0.0272,0.684099999999999,1.3527,0,Active,2017-12-31,0
528,A M PlÃ¥t & Ventilation AB,5568361397,2016,5180,394,392,280,45,1632,0,779,5204,4,415,0.0761,0.6975,1.837,0,Active,2016-12-31,0
529,A M PlÃ¥t & Ventilation AB,5568361397,2015,4573,337,333,238,43,1376,0,631,4573,3,423,0.0737,0.6897,1.91919999999999,0,Active,2015-12-31,0
530,A M PlÃ¥t & Ventilation AB,5568361397,2014,4334,437,430,263,129,1187,41,599,4341,3,523,0.1008,0.702399999999999,1.7412,0,Active,2014-12-31,0
531,A M PlÃ¥t & Ventilation AB,5568361397,2013,3870,179,167,98,216,911,96,606,3870,3,265,0.0463,0.7111,1.3218,0,Active,2013-12-31,0
532,A M PlÃ¥t & Ventilation AB,5568361397,2012,3842,66,45,0,292,747,151,600,3842,3,151,0.0172,0.703499999999999,1.0833,0,Active,2012-12-31,0
533,A M PlÃ¥t & Ventilation AB,5568361397,2011,2399,332,308,156,281,814,260,540,2399,2,381,0.1384,0.7199,1.1389,0,Active,2011-12-31,0
534,A MÃ¥leri & Golv i Uppland AB,5562074129,2019,21844,1027,1049,861,1375,7239,0,5462,21891,26,1554,0.048,0.824599999999999,1.3014,0,Active,2019-12-31,0
535,A MÃ¥leri & Golv i Uppland AB,5562074129,2018,19152,882,902,710,1357,5674,0,3947,19196,22,1320,0.0471,0.7903,1.4112,0,Active,2018-12-31,0
536,A MÃ¥leri & Golv i Uppland AB,5562074129,2017,19002,929,948,23,1465,5234,0,4310,19050,22,1321,0.0498,0.7983,1.184,0,Active,2017-12-31,0
537,A MÃ¥leri & Golv i Uppland AB,5562074129,2016,18061,752,777,9,937,5019,0,3620,18117,22,979,0.0431,0.8382,1.3514,0,Active,2016-12-31,0
538,A MÃ¥leri & Golv i Uppland AB,5562074129,2015,16709,732,763,11,869,6586,0,5183,16924,20,943,0.0457,0.8628,1.2427,0,Active,2015-12-31,0
539,A MÃ¥leri & Golv i Uppland AB,5562074129,2014,12009,340,381,344,568,5082,0,2804,12126,15,456,0.0317,0.8415,1.74539999999999,0,Active,2014-12-31,0
540,A MÃ¥leri & Golv i Uppland AB,5562074129,2013,12227,488,522,287,642,3839,0,1889,12393,15,597,0.0426999999999999,0.8454,1.9561,0,Active,2013-12-31,0
541,A MÃ¥leri & Golv i Uppland AB,5562074129,2012,11707,815,837,489,630,3236,0,1691,11926,16,908,0.0723,0.8684,1.728,0,Active,2012-12-31,0
542,A MÃ¥leri & Golv i Uppland AB,5562074129,2011,6821,-36,-48,5,727,2448,101,1559,6863,16,26,-1.0,0.8198,1.4182,0,Active,2011-12-31,0
543,A MÃ¥leri & Golv i Uppland AB,5562074129,2010,10840,433,420,310,512,3315,152,2101,10925,16,483,0.0401,0.8088,1.4564,0,Active,2010-12-31,0
544,A Malmborgs Bygg AB,5569292385,2018,5683,617,614,372,432,1823,64,690,5683,1,702,0.108599999999999,0.2703,2.642,0,Active,2018-12-31,0
545,A Malmborgs Bygg AB,5569292385,2017,6992,87,83,53,504,1306,106,460,6992,1,168,0.0124,0.1432,2.8391,0,Active,2017-12-31,0
546,A Malmborgs Bygg AB,5569292385,2016,3401,319,317,103,545,1148,148,370,3519,1,374,0.0938,0.2493,3.1027,0,Active,2016-12-31,0
547,A Malmborgs Bygg AB,5569292385,2015,6042,80,80,44,231,1794,111,1025,6042,1,122,0.0132,0.139499999999999,1.7502,0,Active,2015-12-31,0
548,A Malmborgs Bygg AB,5569292385,2014,7266,806,806,471,198,1741,370,747,7266,1,844,0.1109,0.3845,2.33069999999999,0,Active,2014-12-31,0
549,A Malmborgs Bygg AB,5569292385,2013,1097,113,113,44,263,1183,689,608,1097,1,113,0.103,-0.8879,1.6908,0,Active,2013-12-31,0
550,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2019,6367,580,574,473,97,2272,0,1440,6395,4,657,0.0911,0.5797,1.5778,0,Active,2019-12-31,0
551,A Modigs PlÃ¥t & UnderhÃ¥ll AB,5562242684,2018,4617,-225,-229,-129,183,1734,0,1460,4617,4,-144,-1.0,0.5478,1.1877,0,Active,2018-12-31,0
