,company,id,year,net_sales,op_profit_ebit,prof_after_net_fin_items,results,fixed_assets,current_assets,lt_liabilities,curr_liabilities,revenue,num_employes,op_prof_ebitda,prof_margin,gross_prof,quick_ratio,default,actual_status,date,Blanks
3845,Ahlqvists Brunnsborrning Aktiebolag,5564083052,2013,10016,1507,1200,516,7855,2120,4846,3141,10016,7,2121,0.1505,0.8506,0.3655,0,Active,2013-12-31,0
3846,Ahlqvists Brunnsborrning Aktiebolag,5564083052,2012,10079,1033,788,65,7764,2227,4314,4454,10079,7,1538,0.1025,0.811299999999999,0.3455,0,Active,2012-12-31,0
3847,Ahlqvists Brunnsborrning Aktiebolag,5564083052,2011,5344,347,160,146,4037,1226,2632,2173,5344,5,671,0.0649,0.7536,0.208,0,Active,2011-12-31,0
3848,Ahlqvists Brunnsborrning Aktiebolag,5564083052,2010,2436,109,61,76,1927,848,572,1892,2460,2,312,0.0447,0.8255,0.1707,0,Active,2010-12-31,0
3849,AhlsrÃ¶d Industrigolv AB,5565683355,2019,29400,1344,1326,827,658,8635,66,7333,29414,9,1551,0.0457,0.2035,1.1332,0,Active,2019-12-31,0
3850,AhlsrÃ¶d Industrigolv AB,5565683355,2018,33483,617,592,391,845,5676,163,5192,33490,9,675,0.0184,0.3457,1.0932,0,Active,2018-12-31,0
3851,AhlsrÃ¶d Industrigolv AB,5565683355,2017,17659,-225,-248,8,1736,3451,126,3854,17703,7,153,-1.0,0.4351,0.817099999999999,0,Active,2017-12-31,0
3852,AhlsrÃ¶d Industrigolv AB,5565683355,2016,25552,1835,1811,1313,1493,3280,7,2245,25717,7,2152,0.0719,0.3436,1.46099999999999,0,Active,2016-12-31,0
3853,AhlsrÃ¶d Industrigolv AB,5565683355,2015,14837,-373,-402,0,1563,2236,74,1939,14837,7,-81,-1.0,0.4201,1.1532,0,Active,2015-12-31,0
3854,AhlsrÃ¶d Industrigolv AB,5565683355,2014,27268,1522,1487,986,1499,3965,139,2630,27268,7,1780,0.0559,0.3324,1.50759999999999,0,Active,2014-12-31,0
3855,AhlsrÃ¶d Industrigolv AB,5565683355,2013,12420,1827,1778,677,1396,3398,255,2366,12420,6,2309,0.1471,0.6419,1.4362,0,Active,2013-12-31,0
3856,AhlsrÃ¶d Industrigolv AB,5565683355,2012,11820,890,844,546,1324,1730,332,1437,11823,6,1281,0.0754,0.5668,1.2039,0,Active,2012-12-31,0
3857,AhlsrÃ¶d Industrigolv AB,5565683355,2011,7516,273,216,213,1458,1127,645,1068,7516,6,631,0.0366,0.6877,1.0552,0,Active,2011-12-31,0
3858,AhlsrÃ¶d Industrigolv AB,5565683355,2010,5401,-746,-792,-267,1765,1295,744,1656,5401,6,-386,-1.0,0.7067,0.782,0,Active,2010-12-31,0
3859,Ahola ByggnadsplÃ¥t AB,5565290201,2019,6935,-40,-41,-41,44,2324,1,1077,6970,7,-16,-1.0,0.718499999999999,1.9443,0,Active,2019-12-31,0
3860,Ahola ByggnadsplÃ¥t AB,5565290201,2018,5301,-699,-701,-234,68,1998,1,734,5325,6,-673,-1.0,0.6535,2.4591,0,Active,2018-12-31,0
3861,Ahola ByggnadsplÃ¥t AB,5565290201,2017,7212,265,264,278,44,3056,21,1048,7222,8,302,0.0366999999999999,0.6825,2.7204,0,Active,2017-12-31,0
3862,Ahola ByggnadsplÃ¥t AB,5565290201,2016,6665,225,225,128,47,3033,140,884,6665,7,255,0.0339,0.6561,3.1799,0,Active,2016-12-31,0
3863,Ahola ByggnadsplÃ¥t AB,5565290201,2015,8532,268,269,136,77,3109,129,1183,8559,8,314,0.0316,0.5556,2.3466,0,Active,2015-12-31,0
3864,Ahola ByggnadsplÃ¥t AB,5565290201,2014,7184,-107,-107,-16,87,3100,122,1407,7294,8,-68,-1.0,0.5926,2.0476,0,Active,2014-12-31,0
3865,Ahola ByggnadsplÃ¥t AB,5565290201,2013,7449,48,45,14,114,3362,117,1597,7562,8,92,0.00699999999999999,0.6099,2.0119,0,Active,2013-12-31,0
3866,Ahola ByggnadsplÃ¥t AB,5565290201,2012,7941,682,683,373,55,3656,9,1804,7941,9,708,0.0865,0.6186,1.8681,0,Active,2012-12-31,0
3867,Ahola ByggnadsplÃ¥t AB,5565290201,2011,9564,947,938,511,81,3659,108,2279,9564,9,977,0.0991,0.5015,1.516,0,Active,2011-12-31,0
3868,Ahola ByggnadsplÃ¥t AB,5565290201,2010,5339,366,350,188,32,1902,139,1193,5339,5,382,0.0686,0.5804,1.37889999999999,0,Active,2010-12-31,0
3869,Ahrling & Ã–stinge TrÃ¤dgÃ¥rdsanlÃ¤ggningar Aktiebolag,5561607259,2019,8880,1709,1708,1100,2322,6033,0,1818,9112,12,1875,0.1925,0.8242,3.3185,0,Active,2019-12-31,0
3870,Ahrling & Ã–stinge TrÃ¤dgÃ¥rdsanlÃ¤ggningar Aktiebolag,5561607259,2018,7836,1616,1616,1381,2370,4484,0,1515,7873,10,1733,0.2062,0.8382,2.9597,0,Active,2018-12-31,0
3871,Ahrling & Ã–stinge TrÃ¤dgÃ¥rdsanlÃ¤ggningar Aktiebolag,5561607259,2017,6342,1209,1991,1730,2327,3637,0,1671,6950,9,1287,0.3141,0.7848,2.1765,0,Active,2017-12-31,0
